objectid,parentid,title,creator,date,archival date,description,site number,subject,location,latitude,longitude,source,identifier,type,format original,format,language,rights,rightsstatement,finding aid,display_template,filename,object_location,image_small,image_thumb
latahsites0085a,latahsites0085,Ingle Farm [01],,1905,1905,Farmhouse on the Ingle Farm.,90,,,,,"Latah County Historical Society, Moscow, ID",10-5-007,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,10-5-007.jpg,https://objects.lib.uidaho.edu/latahsites/10-5-007.jpg,https://objects.lib.uidaho.edu/latahsites/small/10-5-007_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/10-5-007_th.jpg
latahsites0085b,latahsites0085,Ingle Farm [02],,1900,1900-1909,Wide angle view of the Ingle Farm.,90,,,,,"Latah County Historical Society, Moscow, ID",10-12-003,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,10-12-003.jpg,https://objects.lib.uidaho.edu/latahsites/10-12-003.jpg,https://objects.lib.uidaho.edu/latahsites/small/10-12-003_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/10-12-003_th.jpg
latahsites0086,,Naylor Farm,,,,,89,farm; farming; agriculture,"Moscow, Idaho",46.77662133,-117.0021116,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/90-7-119_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-7-119_th.jpg
latahsites0086a,latahsites0086,Naylor Farm [01],,1900,1900,View overlooking the Naylor Farm.,89,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",90-7-119,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,90-7-119.jpg,https://objects.lib.uidaho.edu/latahsites/90-7-119.jpg,https://objects.lib.uidaho.edu/latahsites/small/90-7-119_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-7-119_th.jpg
latahsites0086b,latahsites0086,Naylor Farm [02],,1909,1909,Horsepower plow team working the fields on the Naylor Farm.,89,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",90-6-131,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,90-6-131.jpg,https://objects.lib.uidaho.edu/latahsites/90-6-131.jpg,https://objects.lib.uidaho.edu/latahsites/small/90-6-131_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-6-131_th.jpg
latahsites0087,,Emerald Creek Garnet Area,,,,,81,national forests;gem stones;garnets;recreation,Saint Joe National Forest,46.9961911,-116.366004,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/mg69-2-b29_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mg69-2-b29_th.jpg
latahsites0087a,latahsites0087,Emerald Creek Garnet Area [01],,,undated,Horses trailing logs in chute on Emerald Creek. Creek Camp #2.,81,,,,,"White Pine: King of Many Waters collection, MG 069, University of Idaho Library Special Collections and Archives",mg69-2-b29,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,mg69-2-b29.jpg,https://objects.lib.uidaho.edu/latahsites/mg69-2-b29.jpg,https://objects.lib.uidaho.edu/latahsites/small/mg69-2-b29_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mg69-2-b29_th.jpg
latahsites0087b,latahsites0087,Emerald Creek Garnet Area [02],USDA Forest Service,,,"Visitors at sluice, cleaning garnets.",81,,,,,"Forest service, United States Department of Agriculture",emerald-creek,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,emerald-creek.jpg,https://objects.lib.uidaho.edu/latahsites/emerald-creek.jpg,https://objects.lib.uidaho.edu/latahsites/small/emerald-creek_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/emerald-creek_th.jpg
latahsites0088,,Edward and Ida Soncarty Barn,,,,The Soncarty Barn represents the history of agriculture in Latah County through its illustration of the subsistence style of farming practiced in the far northern section of the county. The barn is one of a small number of barns of this style in the county and represents a national barn style that appeared after 1915.,83,farm; farming; agriculture,"Potlatch, Idaho",47.02852479,-116.8868131,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/soncarty-barn_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/soncarty-barn_th.jpg
latahsites0088a,latahsites0088,Edward and Ida Soncarty Barn [01],"Julin, Suzanne",2007-04-02,02 April 2007,,83,,,,,"National Register of Historic Places, National Park Service, United States Department of the Interior",soncarty-barn,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,soncarty-barn.jpg,https://objects.lib.uidaho.edu/latahsites/soncarty-barn.jpg,https://objects.lib.uidaho.edu/latahsites/small/soncarty-barn_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/soncarty-barn_th.jpg
latahsites0088b,latahsites0088,Edward and Ida Soncarty Barn [02],,1940,1940,Back side of Soncarty barn. Contributed by Virginia Soncarty.,83,,,,,"Latah County Community Heritage Collection, https://www.lib.uidaho.edu/digital/lcheritage/",CH_SoncartyV_012,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,soncarty-002.jpg,https://objects.lib.uidaho.edu/latahsites/soncarty-002.jpg,https://objects.lib.uidaho.edu/latahsites/small/soncarty-002_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/soncarty-002_th.jpg
latahsites0088c,latahsites0088,Edward and Ida Soncarty Barn [03],,1928,1928,"New barn on the Edd Soncarty farm, built in 1928. Now on the National Register of Historic Places. Contributed by Virginia Soncarty.",83,,,,,"Latah County Community Heritage Collection, https://www.lib.uidaho.edu/digital/lcheritage/",CH_SoncartyV_008,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,soncarty-001.jpg,https://objects.lib.uidaho.edu/latahsites/soncarty-001.jpg,https://objects.lib.uidaho.edu/latahsites/small/soncarty-001_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/soncarty-001_th.jpg
latahsites0088d,latahsites0088,Edward and Ida Soncarty Barn [04],,1950,1950,"The Soncarty farm. In the spring of 1992, Lowell Soncarty built a new garage in Ida's old garden.",83,,,,,"Latah County Community Heritage Collection, https://www.lib.uidaho.edu/digital/lcheritage/",CH_SoncartyV_007,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,soncarty.jpg,https://objects.lib.uidaho.edu/latahsites/soncarty.jpg,https://objects.lib.uidaho.edu/latahsites/small/soncarty_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/soncarty_th.jpg
latahsites0089,,Cox Barn,,,,The barn is a select example of an early-twentieth century dairy barn and represents a large family-owned dairy operation for the period of 1920 to 1950. The dairy farm represents a relatively unusual farm operation in Latah County.,84,farm; farming; agriculture,"Kendrick, Idaho",46.60559075,-116.7139706,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/cox-barn_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/cox-barn_th.jpg
latahsites0089a,latahsites0089,Cox Barn [01],"Julin, Suzanne",2009-05-20,20 May 2009,,84,,,,,"National Register of Historic Places, National Park Service, United States Department of the Interior",cox-barn,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,cox-barn.jpg,https://objects.lib.uidaho.edu/latahsites/cox-barn.jpg,https://objects.lib.uidaho.edu/latahsites/small/cox-barn_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/cox-barn_th.jpg
latahsites0090,,Deesten Farmstead,,,,"This farmstead is an excellent example of the evolution of a prosperous subsistence farm on the Palouse between 1882 and 1955. The farm developed as a diversified enterprise that included an orchard, a large garden, chickens, cattle, and horses.",85,farm; farming; agriculture,"Moscow, Idaho",46.67018055,-117.025284,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/deesten-farmstead_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/deesten-farmstead_th.jpg
