file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,idaho_county,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,rightsstatement,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
,"Idaho CCC Camps Bring $7,500,000 Yearly for Payroll and Food",Cascade News,Informative column about Idaho's yearly expenditure to keep the 79 CCC camps running.,1935-09-13,,,,Civilian Conservation Corps (CCC); economy; Lewiston CCC District; Fort Wright CCC District; Pocatello CCC District; Idaho CCC District; Missoula CCC District,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.609649,-116.165592,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_09_13b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1546,1546,1547.pdf,/cccidaho/image/1547.pdf,cccidaho1546,pdf,cccidaho1546.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1546.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1546_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1546_th.jpg,
,WPA Provides Federal Funds for Idaho Jobs,Cascade News,Announcement about the total money given in grants and pledged by local sponsors to keep Idaho projects and jobs alive.,1935-09-13,,,,Works Progress Administration; employment programs,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.51916,-116.029182,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_09_13c,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1547,1547,1548.pdf,/cccidaho/image/1548.pdf,cccidaho1547,pdf,cccidaho1547.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1547.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1547_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1547_th.jpg,
,Two CCC camps to be Operated on South Fork Salmon this Winter,Cascade News,Announcement that the two CCC camps on the South Fork Salmon will continue operation throughout the winter.,1935-09-20,,,,South Fork CCC camps; Reed Ranch; Yellow Pine; Knox; Big Creek; Camp Cascade; roads and road building,McCall Public Library,"Valley County; Cascade, Idaho; South Fork Salmon River",Valley County,44.893999,-115.718305,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_09_20,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1548,1548,1549.pdf,/cccidaho/image/1549.pdf,cccidaho1548,pdf,cccidaho1548.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1548.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1548_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1548_th.jpg,
,Idaho asks 20 Million from Government for Work Relief,Cascade News,Piece about WPA administrator J.L. Hood's plans for projects that total $20 million.,1935-09-27,,,,Works Progress Administration; public assistance and relief; roads and road building,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.644598,-116.287081,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_09_27,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1549,1549,1550.pdf,/cccidaho/image/1550.pdf,cccidaho1549,pdf,cccidaho1549.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1549.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1549_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1549_th.jpg,
,Federal Cash to Assist Idaho in Highway Program,Cascade News,Article about how Idaho highway director Joe H. Stemmer will split federal grants amongst different programs.,1935-10-04,,,,Works Progress Administration; roads and road building; Idaho economy,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.83559,-116.767063,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_10_04a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1550,1550,1551.pdf,/cccidaho/image/1551.pdf,cccidaho1550,pdf,cccidaho1550.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1550.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1550_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1550_th.jpg,
,First WPA Project in Idaho Starts Near New Meadows,Cascade News,"Column about the construction of the Brundage dam and the praise for Idaho's first WPA project from director of the National Emergency Council for Idaho, W.T. Lockwood",1935-10-04,,,,Works Progress Administration; New Meadows; dams,McCall Public Library,Adams County; New Meadows,Adams County,45.008531,-116.187913,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_10_04b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1551,1551,1552.pdf,/cccidaho/image/1552.pdf,cccidaho1551,pdf,cccidaho1551.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1551.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1551_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1551_th.jpg,
,100 Veterans to be Enrolled in CCC Camps During October,Cascade News,"Announcement from Homer Hudelson, Manager of the Veteran's Administration at Boise, that one hundred Spanish-American and World War I veterans will be enrolled in the CCC during October.",1935-10-11,,,,enrollment; veterans,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.585817,-116.211526,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_10_11a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1552,1552,1553.pdf,/cccidaho/image/1553.pdf,cccidaho1552,pdf,cccidaho1552.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1552.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1552_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1552_th.jpg,
,Relief Workers Benefit Thru National Reemployment Service,Cascade News,Article about the new qualifications that must be met by enrollees in order to qualify for WPA relief.,1935-10-11,,,,Idaho Emergency Relief Administration; Works Progress Administration; NRS,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.512899,-116.058677,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_10_11b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1553,1553,1554.pdf,/cccidaho/image/1554.pdf,cccidaho1553,pdf,cccidaho1553.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1553.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1553_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1553_th.jpg,
,Good Idaho Farm Lands Being Investigated for Resettlement,Cascade News,Announcement that good farm lands are being investigated for the possibility of poor or unfortunate farm families to resettle.,1935-10-18,,,,resettlement programs; agriculture; farm labor,McCall Public Library,"Oregon; Multnomah County; Portland, Oregon",,45.524735,-122.510824,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_10_18,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1554,1554,1555.pdf,/cccidaho/image/1555.pdf,cccidaho1554,pdf,cccidaho1554.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1554.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1554_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1554_th.jpg,
,IERA Projects to Close Saturday; WPA to Take Charge,Cascade News,"Announcement that the WPA will take over all IERA projects, but the IERA will continue to provide relief until November.",1935-11-01,,,,Idaho Emergency Relief Administration; Works Progress Administration,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.545801,-116.208584,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_11_01,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1555,1555,1556.pdf,/cccidaho/image/1556.pdf,cccidaho1555,pdf,cccidaho1555.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1555.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1555_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1555_th.jpg,
,Federal Survey Forecasts Increased Production in Idaho Over Last Year,Cascade News,"Article detailing a report of Idaho's federal agricultural statistician, Richard C. Ross, in which Ross suggested that every major Idaho crop except cherries will increase in the next year.",1935-07-19,,,,agriculture,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.495065,-116.031791,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_07_19c,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1556,1556,1557.pdf,/cccidaho/image/1557.pdf,cccidaho1556,pdf,cccidaho1556.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1556.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1556_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1556_th.jpg,
,"WPA Workers Must Have Had Relief Prior to Nov. 1, 1935",Cascade News,"Column about the changes in procedure for IERA and the WPA, stating that workers must have been on relief prior to Nov. 1, 1935.",1935-11-08,,,,Works Progress Administration,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.497963,-116.048034,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_11_08,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1557,1557,1558.pdf,/cccidaho/image/1558.pdf,cccidaho1557,pdf,cccidaho1557.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1557.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1557_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1557_th.jpg,
,Powder Man on Brundage WPA Project Injured by Falling Rock,Cascade News,"Short piece about powder man John Heard, who was hit in the back with following rock, paralyzing him from the neck down.",1935-11-22,,,,injury and illness; Works Progress Administration,McCall Public Library,"Valley County; McCall, Idaho",Valley County,44.996091,-116.145276,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_11_22,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1558,1558,1559.pdf,/cccidaho/image/1559.pdf,cccidaho1558,pdf,cccidaho1558.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1558.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1558_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1558_th.jpg,
,WPA to Provide Work for all who Need Employment,Cascade News,"Article about the end of the Idaho Emergency Relief Administration, which would be replaced by the WPA under Governor Ross.",1935-12-06,,,,Works Progress Administration; public assistance and relief; employment programs,McCall Public Library,"Ada County; Boise, Idaho",Ada County,43.630407,-116.286397,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_12_06,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1559,1559,1560.pdf,/cccidaho/image/1560.pdf,cccidaho1559,pdf,cccidaho1559.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1559.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1559_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1559_th.jpg,
,378 Idaho WPA Projects Will be Under Way During December,Cascade News,Article about the hundreds of new jobs that will be provided by the WPA for relief and to benefit the town.,1935-12-13,,,,Works Progress Administration; employment programs; roads and road building; Idaho economy; utilities; water conservation; irrigation; bridges (built works); dams; parks and campgrounds,McCall Public Library,"Valley County; Cascade, Idaho",Valley County,44.510164,-116.029228,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1935_12_13,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1560,1560,1561.pdf,/cccidaho/image/1561.pdf,cccidaho1560,pdf,cccidaho1560.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho1560.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho1560_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho1560_th.jpg,
