title,photographer,description,date,date_approximate,subject (lcsh),subject,location,features,latitude,longitude,source,identifier,rights,rightsstatement,type,format,language,moscow number,fs number,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Western white pine near Musselshell,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","White pine timber near Musselshell Ranger Station, Clearwater National Forest.",1925,yes,United States--Idaho--Clearwater County--Clearwater National Forest--Musselshell,,Clearwater County;Clearwater National Forest;Musselshell,,46.358611,-115.743098,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP11,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,2858,199182,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/805,805,expforsav805,image,expforsav805.jpg,https://objects.lib.uidaho.edu/expforest/expforsav805.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav805_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav805_th.jpg,
Stand of WWP seed trees left after 1916 logging,K.P. Davis,Stand of WWP seed trees left after 1916 logging.,1934,yes,States--Idaho--Kootenai County--Deception Creek Experimental Forest--Upper Sands Creek,,"Kootenai County, Idaho",Deception Creek Experimental Forest; Upper Sands Creek,47.7225,-116.4944444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SandsSeedTree01,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1078,298530,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/806,806,expforsav806,image,expforsav806.jpg,https://objects.lib.uidaho.edu/expforest/expforsav806.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav806_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav806_th.jpg,
"Natural park in white pine, cedar, and fir stand","Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Natural park in white pine, cedar, and fir stand. Near Musselshell Ranger Station, Clearwater National Forest.",1925,,United States--Idaho--Clearwater County--Clearwater National Forest--Musselshell,,Clearwater County;Clearwater National Forest;Musselshell,,46.358684,-115.745096,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP12,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,2859,199183,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/807,807,expforsav807,image,expforsav807.jpg,https://objects.lib.uidaho.edu/expforest/expforsav807.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav807_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav807_th.jpg,
"Stand of white pine with some white fir near Brown's Creek, Clearwater NF","Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Stand of white pine with some white fir near Brown's Creek, Clearwater National Forest.",1925,,United States--Idaho--Clearwater County--Browns Creek--Clearwater National Forest,,Clearwater County;Browns Creek;Clearwater National Forest,,46.392592,-115.798198,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WP13,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,2860,199186,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/808,808,expforsav808,image,expforsav808.jpg,https://objects.lib.uidaho.edu/expforest/expforsav808.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav808_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav808_th.jpg,
Cone on 16-year old planted western white pine,"Larsen, J. A.","Cone on 16-year old planted western white pine. Heron, Montana.",1924,,United States--Montana--Sanders County--Heron,,Sanders County;Heron,,48.056172,-115.967624,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WPCone,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,248.7,184600,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/809,809,expforsav809,image,expforsav809.jpg,https://objects.lib.uidaho.edu/expforest/expforsav809.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav809_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav809_th.jpg,
Meteorological Station #1 in winter,"Brewster, D.R.",Meteorological Station #1 in winter. Northeast slope. Priest River Experiment Station.,1912,,United States--Idaho--Bonner County--Priest River Experimental Forest--North-East Slope Station,,"Bonner County, Idaho",Priest River Experimental Forest; North-East Slope Station,48.35055556,-116.8311111,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WSNortheastSlope1,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1252,18097A,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/810,810,expforsav810,image,expforsav810.jpg,https://objects.lib.uidaho.edu/expforest/expforsav810.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav810_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav810_th.jpg,
Site for experimental planting of exotic hard woods in western white pine type,,"Plate XX caption: ""Site for experimental planting of exotic hard woods in western white pine type. In background mature stand of Pinus monticola, Larix occidentalis, Thuja plicata, Populus trichocarpa"".",1911,,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Flat Nursery,,"Bonner County, Idaho",Priest River Experimental Forest; Benton Flat Nursery,48.35194444,-116.8402778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Annual_1911_P14,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,563,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/811,811,expforsav811,image,expforsav811.jpg,https://objects.lib.uidaho.edu/expforest/expforsav811.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav811_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav811_th.jpg,
Meteorological Station on North-East Slope,"Rockwell, Frank I.","Handwritten on back: ""Meteorological Station on North-East Slope. This slope is very thickly timbered with young even aged stand of Douglas Fir, Western White Pine, and Western Larch, with Western Red Cedar & some Hemlock & White Fir in the understory. It was necessary to clear an acre on this situation in order to make room for the instruments and so as to place the instruments in an exposed situation comparable with those other instruments on southwest slope and Benton Flat. Situation typical of White Pine Type.""",1912,,United States--Idaho--Bonner County--Priest River Experimental Forest--North-East Slope Station,,"Bonner County, Idaho",Priest River Experimental Forest; North-East Slope Station,48.35055556,-116.8311111,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WSNortheastSlope2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1253,95717,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/812,812,expforsav812,image,expforsav812.jpg,https://objects.lib.uidaho.edu/expforest/expforsav812.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav812_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav812_th.jpg,
Same stand after WWP seed trees were logged,K.P. Davis,Same stand after WWP seed trees were logged.,1938,Yes,States--Idaho--Kootenai County--Deception Creek Experimental Forest--Upper Sands Creek,,"Kootenai County, Idaho",Deception Creek Experimental Forest; Upper Sands Creek,47.7225,-116.4944444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SandsSeedTree02,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1079,381757,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/813,813,expforsav813,image,expforsav813.jpg,https://objects.lib.uidaho.edu/expforest/expforsav813.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav813_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav813_th.jpg,
"Experimental planting site and control meteorological station on Benton Flat, Priest River Experiment Station","Rockwell, Frank I.","Experimental planting site and control meteorological station on Benton Flat, Priest River Experiment Station. Looking south from southwest slope meteorological station. Note shelter for self-recording thermometer in foreground; also trail connecting weather station on slope and flat. Other trails connect each weather station with the Laboratory.",1912,,United States--Idaho--Bonner County--Priest River Experimental Forest--Benton Flat Nursery,,"Bonner County, Idaho",Priest River Experimental Forest; Benton Flat Nursery,48.35194444,-116.8402778,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",WSSouthwestSlope,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1254,95719,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/814,814,expforsav814,image,expforsav814.jpg,https://objects.lib.uidaho.edu/expforest/expforsav814.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav814_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav814_th.jpg,
Same stand seven years after last harvest,"Helmers, Austin E. (Austin Edward), 1916-2010",Same stand seven years after last harvest.,1945,Yes,States--Idaho--Kootenai County--Deception Creek Experimental Forest--Upper Sands Creek,,"Kootenai County, Idaho",Deception Creek Experimental Forest; Upper Sands Creek,47.7225,-116.4944444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SandsSeedTree03,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1080,440062,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/815,815,expforsav815,image,expforsav815.jpg,https://objects.lib.uidaho.edu/expforest/expforsav815.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav815_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav815_th.jpg,
