objectid,parentid,title,creator,recipient ,date,approximated_date,archival_date,description,subject,location,latitude,longitude,source,filename,identifier,type,format,format_original,findingaid,digital_collection,contributing_institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,object_transcript
cougar-dave_284,,Letter to John Ehrenreich,"Artis, Robert G.","Ehrenreich, John",1984-06-11,,11 June 1984,A letter to John Ehrenreich about four Statement of Intent copies and the land exchange process.,documents; statements; land; exchanges; letters,"University of Idaho College of Forestry, Wildlife and Range sciences, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-051.pdf,mg190_b1_f13-051,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-051.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-051_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-051_th.jpg,
cougar-dave_285,,Land acreage exchange map,,,,1984-06-11,30 December 1899,Taylor Ranch Exchange land acreage map. ,maps; land; land use; exchanges;,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-052.pdf,mg190_b1_f13-052,Text,application/pdf,map,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-052.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-052_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-052_th.jpg,
cougar-dave_286,,Letter to John Criswell,"Strong, Allan E.","Criswell, John",1984-04-06,,06 April 1984,A letter to John Criswell about land parcel reports and descriptions.,letters; reports; parcels; descriptions; land,"Idaho Panhandle National Forest, U.S. Dept. of Agriculture, Coeur d'Alene, Idaho 83814",47.71692984,-116.8168614,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-053.pdf,mg190_b1_f13-053,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-053.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-053_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-053_th.jpg,
cougar-dave_287,,Stock table with percent of total gross foot volume,"Lohse, G. L. ",,,,30 December 1899,"Chart titled ""EFSIP by G.L. Lohse: Stock table with percent of total gross board foot volume (to a 6 inch top) in each class.""",tables; charts,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-054.pdf,mg190_b1_f13-054,Text,application/pdf,chart,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-054.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-054_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-054_th.jpg,
cougar-dave_288,,Memorandum to Dave McKinney,"Amos, Don A.","McKinney, Dave",1984-09-26,,26 September 1984,A memorandum to Dave McKinney about four attached copies of a Statement of Intent.,memos; memorandums; copies; attachments; enclosures; statements; documents,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-056.pdf,mg190_b1_f13-056,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-056.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-056_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-056_th.jpg,
cougar-dave_289,,Memorandum to Vice President McKinney,"Ables, E.D.",McKinney,1984-05-20,,20 May 1984,A memorandum on a land exchange and scenic easement with USFS. A handwritten and cursive note is featured at the bottom of the document.,memos; memorandums; land; exchange; document; forms; organizations,"College of Forestry, Wildlife and Range Services, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-057.pdf,mg190_b1_f13-057,Text,application/pdf,memorandum,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-057.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-057_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-057_th.jpg,
cougar-dave_290,,Letter on a Taylor Ranch scenic easement deed,"Amos, Don A.","McKinney, David L.; Ables, Ernest D.",1985-01-31,,31 January 1985,"A letter on the Taylor Ranch Scenic Easement Deed and document revisions. A scenic easement deed containing information including but not limited to public law, authorized representatives, architecture, public entry, and an acknowledgement form.",letters; deeds; ranches; land; documents; revisions,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f13-058.pdf,mg190_b1_f13-058,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f13-058.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f13-058_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f13-058_th.jpg,
cougar-dave_291,,Printed Email from Jo Ellen Force,"Force, Jo Ellen","Force, Ron",2000-08-29,,29 August 2000,"An email from Jo Ellen Force about the ""Taylor Ranch Story"". The story, written by Jim and Holly Akenson, details a timeline of events of a wildfire.",emails; stories; ranches; fires; wildfires; events; timelines,"University of Idaho, Moscow, Idaho",46.72860665,-117.0071626,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190-b01-f14-001.pdf,mg190-b01-f14-001,Text,application/pdf,email,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190-b01-f14-001.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190-b01-f14-001_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190-b01-f14-001_th.jpg,
cougar-dave_292,,"Jess Taylor and Dorothy Taylor Interview #1, 08/25/1971",,,1971-08-25,,25 August 1971,"Interview with Jess Taylor and Dorothy Taylor, interviewed by John Smith at the Taylor Ranch in Cascade, Idaho.",interviews,"Taylor Ranch, Cascade, Idaho",45.10328725,-114.8506044,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b2_19710825_tape1.mp3,mg190_b2_19710825_tape1,Sound,audio/mp3,interview,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,audio,https://objects.lib.uidaho.edu/cougar-dave/mg190_b2_19710825_tape1.mp3,,,/objects/mg190_b2_19710825_tape1.md
cougar-dave_293,,"Jess Taylor and Dorothy Taylor Interview #2, 08/25/1971",,,1971-08-25,,25 August 1971,"Interview with Jess Taylor and Dorothy Taylor, interviewed by John Smith at the Taylor Ranch in Cascade, Idaho.",interviews,"Taylor Ranch, Cascade, Idaho",45.10328725,-114.8506044,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b2_19710825_tape2.mp3,mg190_b2_19710825_tape2,Sound,audio/mp3,interview,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,audio,https://objects.lib.uidaho.edu/cougar-dave/mg190_b2_19710825_tape2.mp3,,,/objects/mg190_b2_19710825_tape2.md
cougar-dave_294,,"Jess Taylor and Dorothy Taylor Interview #3, 08/29/1971",,,1971-08-29,,29 August 1971,"Interview with Jess Taylor and Dorothy Taylor, interviewed by John Smith at the Taylor Ranch in Cascade, Idaho.",interviews,"Taylor Ranch, Cascade, Idaho",45.10328725,-114.8506044,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",,,,,interview,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,compound_object,,,,
