objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
ug135-scrapbook1-page152,Idaho: A Pacesetter in WAMI Program 01,Unknown,1975-06-05,"A press release discussing Idaho as the first state to fund the non-experimental phase of the WAMI regional medical program, according to program director Dr. M. Roy Schwarz and Dr. Guy Anderson.",WAMI Program; University of Idaho; Funding; Dr. Roy Schwarz; Idaho,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page152,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_152.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_152_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_152_th.jpg"
ug135-scrapbook1-page153,Idaho: A Pacesetter in WAMI Program 02,Unknown,1975-06-05,"Continuation of press release discussing Idaho as the first state to fund the non-experimental phase of the WAMI regional medical program, according to program director Dr. M. Roy Schwarz and Dr. Guy Anderson.",WAMI Program; Expansion; University of Idaho; Dr. Guy Anderson,"Moscow, Idaho",46.732529,-117.001743,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page153,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_153.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_153_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_153_th.jpg"
ug135-scrapbook1-page154,Women in WAMI Program and Pesticide Research,Unknown,1975-05-14,"Newspaper clippings discussing the low number of women in the WAMI program, the impact of pesticides on eggshells, and the interstate bill for medical students.",WAMI Program; University of Idaho; Women in Medicine; Pesticide Research; Medical Education,"Moscow, Idaho",46.732529,-117.001743,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page154,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_154.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_154_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_154_th.jpg"
ug135-scrapbook1-page155,Nolan Watson and Guy L. Anderson,Unknown,1975-05-13,A photograph of Nolan Watson and Guy L. Anderson discussing space at the University of Idaho.,WAMI Program; University of Idaho; Nolan Watson; Guy L. Anderson,"Moscow, Idaho",46.732529,-117.001743,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page155,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_155.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_155_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_155_th.jpg"
ug135-scrapbook1-page156,Solso to Replace Montgomery,Unknown,1975-05-22,A newspaper clipping announcing Dr. Roger Solso replacing Dr. Guy Montgomery as head of the UI Psychology Department.,WAMI Program;  University of Idaho; Psychology Department;; Dr. Roger Solso,"Moscow, Idaho",46.732529,-117.001743,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page156,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_156.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_156_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_156_th.jpg"
ug135-scrapbook1-page157,Idaho First to Fund Program and Board Leaving WICHE,Unknown,1975,Newspaper clippings discussing Idaho being the first state to fund the WAMI program and the board's decision to leave WICHE and continue with WAMI.,WAMI Program; University of Idaho; Idaho Funding; Medical Education; WICHE,"Moscow, Idaho",46.732529,-117.001743,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page157,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_157.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_157_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_157_th.jpg"
ug135-scrapbook1-page158,Appreciation Letter to Guy Anderson,Unknown,1975-08-21,A letter from Dr. Roy Schwarz expressing appreciation to Dr. Guy Anderson for his efforts in the WAMI program.,WAMI Program; University of Idaho; Appreciation; Dr. Roy Schwarz; Dr. Guy Anderson,"Moscow, Idaho",46.732529,-117.001743,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page158,Image;StillImage,Letter,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_158.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_158_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_158_th.jpg"
ug135-scrapbook1-page159,UI Regents Approve Next Budget,Unknown,1975-08-23,"A newspaper clipping discussing the University of Idaho's regents approving the next budget request, including funding for the WAMI program.",WAMI Program; University of Idaho; Budget; Regents,"Moscow, Idaho",46.732529,-117.001743,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page159,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_159.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_159_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_159_th.jpg"
ug135-scrapbook1-page160,Clinical Experience in Pocatello,Unknown,1975-08-13,A newspaper clipping discussing Dr. Julenne M. Wynne's decision to return to Pocatello for clinical practice after participating in the WAMI program.,WAMI Program; Clinical Experience; Pocatello; Dr. Julene M. Wynne,"Pocatello, Idaho",42.871303,-112.445534,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page160,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_160.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_160_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_160_th.jpg"
ug135-scrapbook1-page161,U of I Group Photos,Unknown,1975-06,Photographs showing a group of people standing outside a building at the University of Idaho.,WAMI Program; University of Idaho; Group Photos; University of Idaho; Students; Faculty,"Moscow, Idaho",46.732529,-117.001743,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page161,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_161.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_161_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_161_th.jpg"
