title,description,creator,recipient,point of origin,date,date is approximate,subject,latitude,longitude,source,identifier,rights,rightsstatement,format original,type,format,language,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,object_transcript
"Clem, Pond Interviews",Recording of Hal Riegger's interviews with Bill Clem and Harold Pond.,,,,1983-07,,railroads (infrastructure); interviews; recordings; auditors; engineers,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F38_tape7-83X,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,tape recording,sound,audio/mp3,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/426,426,243.mp3,/riegger/image/243.mp3,riegger426,audio,riegger426.mp3,https://objects.lib.uidaho.edu/riegger/riegger426.mp3,https://objects.lib.uidaho.edu/riegger/small/clem_pond_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/clem_pond_th.jpg,/objects/riegger426.md
NP Engine 1506 At Grangeville,Northern Pacific Train Engine 1506 moving through plowed tracks in the winter of 1950 on the Grangeville Branch of the Camas Prairie Railroad.,"Rikerd, Maynard",,,1905-05-03,,freight trains; railroads (infrastructure),46.235631,-116.241221,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_024,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/427,427,41.jp2,/riegger/image/41.jp2,riegger427,image,riegger427.jpg,https://objects.lib.uidaho.edu/riegger/riegger427.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger427_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger427_th.jpg,
NP Engine 1506 In the Snow At Grangeville [2],Northern Pacific Train Engine 1506 stuck in the snow on the Grangeville line in the winter of 1950. Several workers are pictured trying to dig it out of the snow.,"Rikerd, Maynard",,,1905-05-03,,freight trains; railroads (infrastructure),46.235631,-116.241221,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_025,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/428,428,359.jp2,/riegger/image/359.jp2,riegger428,image,riegger428.jpg,https://objects.lib.uidaho.edu/riegger/riegger428.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger428_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger428_th.jpg,
"Negative Captions - Camas Prairie, 1976",List of captions created by Todd Sullivan describing photographs he took on the Camas Prairie in 1976.,"Sullivan, Todd",,,1984-07-17,,descriptions,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_014,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/429,429,66.pdf,/riegger/image/66.pdf,riegger429,pdf,riegger429.pdf,https://objects.lib.uidaho.edu/riegger/riegger429.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger429_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger429_th.jpg,
"Letter from Hal Riegger to Ken Brovald, September 2, 1983",A letter from Hal Riegger to Ken Brovald concerning Riegger's railroad research.,"Riegger, Hal","Brovald, Ken",United States; California; Nevada County; Penn Valley;,1983-09-02,,letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1991",MG183_F11_012,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/430,430,264.pdf,/riegger/image/264.pdf,riegger430,pdf,riegger430.pdf,https://objects.lib.uidaho.edu/riegger/riegger430.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger430_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger430_th.jpg,
"The Loop, Lewiston-Grangeville Line",A postcard of The Loop on the Lewiston-Grangeville Line of the Camas Prairie Railroad.,"Bell, Lillian M.",,,1908,,freight trains,46.400485,-117.00087,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_011,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/431,431,308.jp2,/riegger/image/308.jp2,riegger431,image,riegger431.jpg,https://objects.lib.uidaho.edu/riegger/riegger431.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger431_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger431_th.jpg,
Child Inside Cab Of Engine 684,A child inside the cab of Northern Pacific Train Engine 684 during one of the times that it was on display.,"Nixon, Ron",,,1905-05-05,,freight trains; railroads (infrastructure),46.550866,-116.929038,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_032,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/432,432,245.jp2,/riegger/image/245.jp2,riegger432,image,riegger432.jpg,https://objects.lib.uidaho.edu/riegger/riegger432.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger432_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger432_th.jpg,
Log Train #74 Sent To Arkansas,A photograph of log train #74 transporting lumber to Arkansas Hardwood Mill in the mid-1960's.,Gruber,,,1905-05-18,yes,construction (assembling); freight trains; railroads (infrastructure),33.612618,-92.068715,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_014,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/433,433,43.jp2,/riegger/image/43.jp2,riegger433,image,riegger433.jpg,https://objects.lib.uidaho.edu/riegger/riegger433.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger433_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger433_th.jpg,
Paper Copy of Photograph of a Train Carrying Lumber,A paper copy of a photograph of a freight train engine carrying a lumber load near the Headquarters Area.,"Butler, Al","Riegger, Hal",United States; Idaho; Clearwater County; Headquarters;,1905-04-09,yes,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_026,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,image;stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/434,434,294.jp2,/riegger/image/294.jp2,riegger434,image,riegger434.jpg,https://objects.lib.uidaho.edu/riegger/riegger434.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger434_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger434_th.jpg,
Unidentified Railroad Bridge,"A photograph of an unidentified railroad bridge, leading into a tunnel. Rolling hills extend in the background.","Cash, Earl",,,,,railroad bridges,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F15_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/435,435,165.jp2,/riegger/image/165.jp2,riegger435,image,riegger435.jpg,https://objects.lib.uidaho.edu/riegger/riegger435.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger435_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger435_th.jpg,
Lumber Camp,"A photograph of an unidentified lumber camp in Potlatch, ID.",Gruber,,,1905-04-10,yes,construction (assembling); freight trains; railroads (infrastructure),46.642283,-115.804161,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_019,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/436,436,186.jp2,/riegger/image/186.jp2,riegger436,image,riegger436.jpg,https://objects.lib.uidaho.edu/riegger/riegger436.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger436_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger436_th.jpg,
Grangeville Passenger Train,"A photograph of a passenger train in Grangeville, ID. This is a 'special train sponsored by Lewiston Lions Club. Believe this to be the last passenger train operated by CP.'","Butler, Bruce",,,1960-05-01,,passenger trains,45.926861,-116.122452,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F13_002,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/437,437,362.jp2,/riegger/image/362.jp2,riegger437,image,riegger437.jpg,https://objects.lib.uidaho.edu/riegger/riegger437.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger437_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger437_th.jpg,
Workers Pulling Train Out Of River [2],"A photograph of several construction workers standing atop a bridge, pulling a train engine out of a river. The train engine is not pictured in the photograph captured.","Cash, Earl",,,1905-04-04,,freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_042,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/438,438,22.jp2,/riegger/image/22.jp2,riegger438,image,riegger438.jpg,https://objects.lib.uidaho.edu/riegger/riegger438.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger438_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger438_th.jpg,
Laying Railroad with Handcars,A photograph of several construction workers using handcars to begin the construction process of laying a railroad.,"Cash, Earl",,,1905-04-03,,construction (assembling); freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_031,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/439,439,479.jp2,/riegger/image/479.jp2,riegger439,image,riegger439.jpg,https://objects.lib.uidaho.edu/riegger/riegger439.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger439_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger439_th.jpg,
Ron Jones Interview Transcript,Transcript from Hal Riegger's interview with retired auditor and agent Ron Jones.,,,,1983-08-11,,railroads (infrastructure); interviews; transcripts,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F37_004,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Transcript,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/440,440,317.pdf,/riegger/image/317.pdf,riegger440,pdf,riegger440.pdf,https://objects.lib.uidaho.edu/riegger/riegger440.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger440_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger440_th.jpg,
Freight Train Going Into a Tunnel,A color photograph of a freight train going into a tunnel in a snowy wooded area.,Don Wayt,,,,,freight trains; railroads (infrastructure); trees; tunnels,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F34_024,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/441,441,71.jp2,/riegger/image/71.jp2,riegger441,image,riegger441.jpg,https://objects.lib.uidaho.edu/riegger/riegger441.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger441_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger441_th.jpg,
Craig Mountain Railroad Engine #1,Craig Mountain Railroad Co.'s Engine No. 1.,"Nixon, Ron",,,1905-04-29,,freight trains; railroads (infrastructure),46.077119,-116.851879,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_046,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/442,442,153.jp2,/riegger/image/153.jp2,riegger442,image,riegger442.jpg,https://objects.lib.uidaho.edu/riegger/riegger442.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger442_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger442_th.jpg,
Train Transporting Lumber,A photograph of a train transporting large amounts of timber. In the foreground are large stacks of logs waiting for transportation.,Gruber,,,1905-04-10,yes,construction (assembling); freight trains; railroads (infrastructure),46.642283,-115.804161,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_006,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/443,443,337.jp2,/riegger/image/337.jp2,riegger443,image,riegger443.jpg,https://objects.lib.uidaho.edu/riegger/riegger443.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger443_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger443_th.jpg,
